label,sentence
0,"Any reasonably creative eighth-grader could have written a more credible script, though with the same number of continuity errors."
0,"Go, girls, right down the reality drain."
0,Staggeringly dreadful romance.
1,"A smart, compelling drama."
0,"Thoughtless, random, superficial humour and a lot of very bad Scouse accents"
1,... there's enough cool fun here to warm the hearts of animation enthusiasts of all ages.
1,Deliciously slow.
0,"The problem, amazingly enough, is the screenplay."
1,Offers an interesting look at the rapidly changing face of Beijing.
1,"... certainly an entertaining ride, despite many talky, slow scenes."
1,An escapist confection that's pure entertainment.
1,An amused indictment of Jaglom's own profession.
0,So aggressively cheery that Pollyana would reach for a barf bag.
0,"A worthy idea, but the uninspired scripts, acting and direction never rise above the level of an after-school TV special."
1,"Beautifully shot, delicately scored and powered by a set of heartfelt performances, it's a lyrical endeavour."
0,Pompous and garbled.
0,There's a whole heap of nothing at the core of this slight coming-of-age/coming-out tale.
1,For all its problems ... The Lady and the Duke surprisingly manages never to grow boring... which proves that Rohmer still has a sense of his audience.
1,"The Salton Sea has moments of inspired humour, though every scrap is of the darkest variety."
1,"A touching, sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes."
0,"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess, piss on trees, b.s. one another and put on a show in drag."
0,A sleep-inducing thriller with a single twist that everyone except the characters in it can see coming a mile away.
0,"Cuba Gooding Jr. valiantly mugs his way through Snow Dogs, but even his boisterous energy fails to spark this leaden comedy."
1,"A sharp, amusing study of the cult of celebrity."
1,"A culture-clash comedy that, in addition to being very funny, captures some of the discomfort and embarrassment of being a bumbling American in Europe."
0,Constantly slips from the grasp of its maker.
1,"The leaping story line, shaped by director Peter Kosminsky into sharp slivers and cutting impressions, shows all the signs of rich detail condensed into a few evocative images and striking character traits."
1,An emotionally strong and politically potent piece of cinema.
1,That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing; that he has been able to share his story so compellingly with us is a minor miracle.
1,"What a dumb, fun, curiously adolescent movie this is."
0,"Simplistic, silly and tedious."
0,We just don't really care too much about this love story.
1,"Writer/director Burr Steers emphasizes the Q in Quirky, with mixed results."
1,"It's usually a bad sign when directors abandon their scripts and go where the moment takes them, but Olympia, Wash., based filmmakers Anne de Marcken and Marilyn Freeman did just that and it's what makes their project so interesting."
1,Now here's a sadistic bike flick that would have made Vittorio De Sica proud.
1,Offers laughs and insight into one of the toughest ages a kid can go through.
0,"For a film about explosions and death and spies, ""Ballistic: Ecks vs. Sever"" seems as safe as a children's film."
1,"It's up to (Watts) to lend credibility to this strange scenario, and her presence succeeds in making us believe."
1,What makes this film special is Serry's ability to take what is essentially a contained family conflict and put it into a much larger historical context.
0,"Well, in some of those, the mother deer even dies."
1,"...a solid, well-formed satire."
1,"The film is small in scope, yet perfectly formed."
0,Less than fresh.
1,"Those moviegoers who would automatically bypass a hip-hop documentary should give ""Scratch"" a second look."
0,"A 75-minute sample of puerile rubbish that is listless, witless, and devoid of anything resembling humor."
0,It's mired in a shabby script that piles layer upon layer of Action Man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of (Woo's) best work.
1,"Using a stock plot, About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater."
1,Old-fashioned but thoroughly satisfying entertainment.
0,"They just have problems, which are neither original nor are presented in convincing way."
0,Mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline.
1,An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation.
1,"Below may not mark Mr. Twohy's emergence into the mainstream, but his promise remains undiminished."
0,"I think it was Plato who said, 'I think, therefore I know better than to rush to the theatre for this one.'"
0,"The soul-searching deliberateness of the film, although leavened nicely with dry absurdist wit, eventually becomes too heavy for the plot."
0,Isn't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself?
0,This stuck pig of a movie flails limply between bizarre comedy and pallid horror.
1,Chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of 'ethnic cleansing.'
1,"It's endlessly inventive, consistently intelligent and sickeningly savage."
0,"White hasn't developed characters so much as caricatures, one-dimensional buffoons that get him a few laughs but nothing else."
1,"World Traveler might not go anywhere new, or arrive anyplace special, but it's certainly an honest attempt to get at something."
1,"It is life affirming and heartbreaking, sweet without the decay factor, funny and sad."
1,Witty dialog between realistic characters showing honest emotions.
0,"Hawke's film, a boring, pretentious waste of nearly two hours, doesn't tell you anything except that the Chelsea Hotel today is populated by whiny, pathetic, starving and untalented artistes."
0,Gets bogged down by an overly sillified plot and stop-and-start pacing.
1,The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy.
1,"Using an endearing cast, writer/director Dover Kosashvili takes a slightly dark look at relationships, both sexual and kindred."
0,"Some Body often looks like an episode of the TV show Blind Date, only less technically proficient and without the pop-up comments."
0,"""Sorority Boys"" was funnier, and that movie was pretty bad."
1,Toes the fine line between cheese and earnestness remarkably well; everything is delivered with such conviction that it's hard not to be carried away.
0,"Silly stuff, all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another."
1,It's the filmmakers' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion.
1,"And, there's no way you won't be talking about the film once you exit the theater."
0,The Rules of Attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing.
1,His work with actors is particularly impressive.
1,Unfolds in a series of achronological vignettes whose cumulative effect is chilling.
0,"Worthless, from its pseudo-rock-video opening to the idiocy of its last frames."
0,One of those films that started with a great premise and then just fell apart.
0,"When you find yourself rooting for the monsters in a horror movie, you know the picture is in trouble."
1,"A compelling, gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day."
0,Wishy-washy.
0,"No one can doubt the filmmakers' motives, but The Guys still feels counterproductive."
0,"It just goes to show, an intelligent person isn't necessarily an admirable storyteller."
0,Moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured.
1,"For those who like quirky, slightly strange French films, this is a must!"
0,"Too often, Son of the Bride becomes an exercise in trying to predict when a preordained ""big moment"" will occur and not ""if."""
1,"The mood, look and tone of the film fit the incredible storyline to a T."
0,"A muddled limp biscuit of a movie, a vampire soap opera that doesn't make much sense even on its own terms."
1,A certain sexiness underlines even the dullest tangents.
0,"Why ""they"" were here and what ""they"" wanted and quite honestly, I didn't care."
0,Shallow.
1,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry."
1,But Toback's deranged immediacy makes it seem fresh again.
1,All three women deliver remarkable performances.
1,"Koury frighteningly and honestly exposes one teenager's uncomfortable class resentment and, in turn, his self-inflicted retaliation."
0,"Off the Hook is overlong and not well-acted, but credit writer-producer-director Adam Watstein with finishing it at all."
1,"There is a subversive element to this Disney cartoon, providing unexpected fizzability."
1,"In an era where big stars and high production values are standard procedure, Narc strikes a defiantly retro chord, and outpaces its contemporaries with daring and verve."
0,"""Freaky Friday,"" it's not."
0,an essentially awkward version of the lightweight female empowerment picture we've been watching for decades
1,"Bolstered by an astonishing voice cast (excepting Love Hewitt), an interesting racial tension, and a storyline that I haven't encountered since at least Pete's Dragon."
1,"While the now 72-year-old Robert Evans been slowed down by a stroke, he has at least one more story to tell: his own."
0,This is one baaaaaaaaad movie.
1,"Maggie Smith as the Ya-Ya member with the O2-tank will absolutely crack you up with her crass, then gasp for gas, verbal deportment."
1,"Brims with passion: for words, for its eccentric, accident-prone characters, and for the crazy things that keep people going in this crazy life."
0,Borrows from other movies like it in the most ordinary and obvious fashion.
0,"Appropriately cynical social commentary aside, #9 never quite ignites."
0,The story alone could force you to scratch a hole in your head.
0,This u-boat doesn't have a captain.
1,"Spectacular in every sense of the word, even if you don' t know an Orc from a Uruk-Hai."
1,"A different and emotionally reserved type of survival story -- a film less about refracting all of World War II through the specific conditions of one man, and more about that man lost in its midst."
1,You will likely prefer to keep on watching.
1,A film that's flawed and brilliant in equal measure.
0,"It's leaden and predictable, and laughs are lacking."
0,"The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play."""
1,"It's a lovely, eerie film that casts an odd, rapt spell."
1,One fantastic (and educational) documentary.
1,"The word that comes to mind, while watching Eric Rohmer's tribute to a courageous Scottish lady, is painterly."
1,A funny and touching film that is gorgeously acted by a British cast to rival Gosford Park's.
1,He allows his cast members to make creative contributions to the story and dialogue.
0,An incoherent jumble of a film that's rarely as entertaining as it could have been.
1,Cho continues her exploration of the outer limits of raunch with considerable brio.
0,"Instead of panoramic sweep, Kapur gives us episodic choppiness, undermining the story's emotional thrust."
1,I love the robust middle of this picture.
0,"For those of us who respond more strongly to storytelling than computer-generated effects, the new Star Wars installment hasn't escaped the rut dug by the last one."
1,It's a diverting enough hour-and-a-half for the family audience.
1,Intriguing and downright intoxicating.
1,A sharp satire of desperation and cinematic deception.
1,"I still like Moonlight Mile, better judgment be damned."
1,"A showcase for both the scenic splendor of the mountains and for legendary actor Michel Serrault, the film is less successful on other levels."
1,"With an expressive face reminiscent of Gong Li and a vivid personality like Zhang Ziyi's, Dong stakes out the emotional heart of Happy."
0,"Steve Oedekerk is, alas, no Woody Allen."
1,George Lucas returns as a visionary with a tale full of nuance and character dimension.
0,Putting the primitive murderer inside a high-tech space station unleashes a Pandora's Box of special effects that run the gamut from cheesy to cheesier to cheesiest.
0,"With the cheesiest monsters this side of a horror spoof, which They isn't, it is more likely to induce sleep than fright."
0,"Though Tom Shadyac's film kicks off spookily enough, around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance."
1,"""Auto Focus"" works as an unusual biopic and document of male swingers in the Playboy era"
0,"With jump cuts, fast editing and lots of pyrotechnics, Yu clearly hopes to camouflage how bad his movie is."
0,One of the most depressing movie-going experiences I can think of is to sit through about 90 minutes of a so-called 'comedy' and not laugh once.
1,"Except it's much, much better."
1,"Good fun, good action, good acting, good dialogue, good pace, good cinematography."
1,It's a sharp movie about otherwise dull subjects.
0,is that it's a crime movie made by someone who obviously knows nothing about crime.
1,Jason Patric and Ray Liotta make for one splendidly cast pair.
1,"Its compelling mix of trial movie, escape movie and unexpected fable ensures the film never feels draggy."
1,"insightfully written, delicately performed"
0,Shyamalan should stop trying to please his mom.
0,"Kung Pow is Oedekerk's realization of his childhood dream to be in a martial-arts flick, and proves that sometimes the dreams of youth should remain just that."
0,"Wimps out by going for that PG-13 rating, so the more graphic violence is mostly off-screen and the sexuality is muted."
0,"The directing and story are disjointed, flaws that have to be laid squarely on Taylor's doorstep."
1,The movie's thesis -- elegant technology for the masses -- is surprisingly refreshing.
1,It's no lie -- Big Fat Liar is a real charmer.
1,"A gorgeously strange movie, Heaven is deeply concerned with morality, but it refuses to spell things out for viewers."
0,You'll cry for your money back.
0,The package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic.
1,"A subtle, humorous, illuminating study of politics, power and social mobility."
1,I loved the look of this film.
0,"This little film is so slovenly done, so primitive in technique, that it can't really be called animation."
0,Another boorish movie from the I-heard-a-joke- at-a-frat-party school of screenwriting.
1,"It has its faults, but it is a kind, unapologetic, sweetheart of a movie, and Mandy Moore leaves a positive impression."
0,A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise.
0,The code talkers deserved better than a hollow tribute.
1,"For proof of that on the cinematic front, look no further than this 20th anniversary edition of the film that Spielberg calls, retrospectively, his most personal work yet."
1,"A slam-bang extravaganza that is all about a wild-and-woolly, wall-to-wall good time."
0,What you expect is just what you get...assuming the bar of expectations hasn't been raised above sixth-grade height.
1,The campy results make Mel Brooks' Borscht Belt schtick look sophisticated.
0,An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots.
0,Two badly interlocked stories drowned by all too clever complexity.
0,"Aloof and lacks any real raw emotion, which is fatal for a film that relies on personal relationships."
1,"While Parker and co-writer Catherine di Napoli are faithful to Melville's plotline, they and a fully engaged supporting cast ... have made the old boy's characters more quick-witted than any English Lit major would have thought possible."
1,"The AAA of action, XXX is a blast of adrenalin, rated EEE for excitement."
0,It's all surface psychodramatics.
1,"Comedian, like its subjects, delivers the goods and audiences will have a fun, no-frills ride."
1,It was only a matter of time before some savvy producer saw the potential success inherent in the mixture of Bullock Bubble and Hugh Goo.
0,It's virtually impossible to like any of these despicable characters.
1,"It's a sweet, laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth."
1,Scott delivers a terrific performance in this fascinating portrait of a modern Lothario.
0,"Replacing John Carpenter's stylish tracking shots is degraded, handheld Blair Witch video-cam footage."
1,"The film delivers what it promises: A look at the ""wild ride"" that ensues when brash young men set out to conquer the online world with laptops, cell phones and sketchy business plans."
1,It thankfully goes easy on the reel/real world dichotomy that (Jaglom) pursued with such enervating determination in Venice/Venice.
0,A fake street drama that keeps telling you things instead of showing them.
0,"Like Showgirls and Glitter, the most entertaining moments here are unintentional."
0,"The story is predictable, the jokes are typical Sandler fare, and the romance with Ryder is puzzling."
1,Mark Pellington's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth.
0,"No amount of burning, blasting, stabbing, and shooting can hide a weak script."
1,Prepare to marvel again.
0,Family togetherness takes a back seat to inter-family rivalry and workplace ambition... whole subplots have no explanation or even plot relevance.
0,Stiff and schmaltzy and clumsily directed.
1,Troubling and powerful.
0,"Cassavetes thinks he's making Dog Day Afternoon with a cause, but all he's done is to reduce everything he touches to a shrill, didactic cartoon."
0,"'Dragonfly' dwells on crossing-over mumbo jumbo, manipulative sentimentality, and sappy dialogue."
1,A genuinely moving and wisely unsentimental drama.
1,"Amy and Matthew have a bit of a phony relationship, but the film works in spite of it."
1,"Maybe it is formula filmmaking, but there's nothing wrong with that if the film is well-crafted and this one is."
1,"Nohe's documentary about the event is sympathetic without being gullible: He isn't blind to the silliness, but also captures moments of spontaneous creativity and authentic co-operative interaction."
0,Rock's stand-up magic wanes.
1,"A delightful, if minor, pastry of a movie."
1,"A sexy, surprising romance... Idemoto and Kim make a gorgeous pair... their scenes brim with sexual possibility and emotional danger."
1,"There aren't too many films that can be as simultaneously funny, offbeat and heartwarming (without a thick shmear of the goo, at least), but ""Elling"" manages to do all three quite well, making it one of the year's most enjoyable releases."
0,plays like some corny television production from a bygone era
1,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious."
0,It's like a drive-by.
1,It's sweet.
0,One of the worst movies of the year.
1,"Like Brosnan's performance, Evelyn comes from the heart."
1,"Though the film is well-intentioned, one could rent the original and get the same love story and parable."
1,(Woo's) most resonant film since The Killer.
0,It's rare that a movie can be as intelligent as this one is in every regard except its storyline; everything that's good is ultimately scuttled by a plot that's just too boring and obvious.
0,This mistaken-identity picture is so film-culture referential that the final product is a ghost.
1,Strange and beautiful film.
0,"The histrionic muse still eludes Madonna and, playing a charmless witch, she is merely a charmless witch."
0,"The result, however well-intentioned, is ironically just the sort of disposable, kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today's Hollywood."
0,The catch is that they're stuck with a script that prevents them from firing on all cylinders.
0,One of those so-so films that could have been much better.
0,Has all the complexity and realistic human behavior of an episode of General Hospital.
0,As original and insightful as last week's episode of Behind the Music.
1,Marvelously entertaining and deliriously joyous documentary.
0,"...this story gets sillier, not scarier, as it goes along..."
0,"... most viewers will wish there had been more of the ""Queen"" and less of the ""Damned."""
1,Reveals how important our special talents can be when put in service of of others.
1,"As a vehicle to savour Binoche's skill, the film is well worthwhile."
1,What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera's attention to detail.
1,"Steers, in his feature film debut, has created a brilliant motion picture."
1,"It has a way of seeping into your consciousness, with lingering questions about what the film is really getting at."
1,The charms of the lead performances allow us to forget most of the film's problems.
1,The pleasure of Read My Lips is like seeing a series of perfect black pearls clicking together to form a string.
0,"Insomnia loses points when it surrenders to a formulaic bang-bang, shoot-em-up scene at the conclusion."
0,"This would-be 'James Bond for the Extreme Generation' pic is one big, dumb action movie."
0,"When it comes to the battle of Hollywood vs. Woo, it looks like Woo's a P.O.W."
0,"Evelyn may be based on a true and historically significant story, but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention."
0,Characterisation has been sacrificed for the sake of spectacle.
1,It turns out to be smarter and more diabolical than you could have guessed at the beginning.
0,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House.
1,"An example of quiet, confident craftsmanship that tells a sweet, charming tale of intergalactic friendship."
0,"Cheap, vulgar dialogue and a plot that crawls along at a snail's pace."
0,Been there done that.
0,Something has been lost in the translation...another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise.
1,"Tense, terrific, sweaty-palmed fun."
0,"Despite some charm and heart, this quirky soccer import is forgettable"
1,"Cuaron repeatedly, perversely undercuts the joie de vivre even as he creates it, giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective."
1,"For all its brooding quality, Ash Wednesday is suspenseful and ultimately unpredictable, with a sterling ensemble cast."
1,"Delivers the sexy razzle-dazzle that everyone, especially movie musical fans, has been hoping for."
0,"-- that the 'true story' by which All the Queen's Men is allegedly ""inspired"" was a lot funnier and more deftly enacted than what's been cobbled together onscreen."
0,You could hate it for the same reason.
1,A story about intelligent high school students that deals with first love sweetly but also seriously.
1,"waydowntown may not be an important movie, or even a good one, but it provides a nice change of mindless pace in collision with the hot Oscar season currently underway."
1,"""Frailty"" starts out like a typical Bible killer story, but it turns out to be significantly different (and better) than most films with this theme."
1,"Thanks to The Château's balance of whimsicality, narrative discipline and serious improvisation, almost every relationship and personality in the film yields surprises."
0,"Gaghan captures the half-lit, sometimes creepy intimacy of college dorm rooms, a subtlety that makes the silly, over-the-top coda especially disappointing."
0,"Julie Davis is the Kathie Lee Gifford of film directors, sadly proving once again ego doesn't always go hand in hand with talent."
1,"In the affable Maid in Manhattan, Jennifer Lopez's most aggressive and most sincere attempt to take movies by storm, the diva shrewdly surrounds herself with a company of strictly A-list players."
1,"Elegantly produced and expressively performed, the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy."
1,"Dark and unrepentant, this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten."
0,"Solondz may be convinced that he has something significant to say, but he isn't talking a talk that appeals to me."
0,A beautifully shot but dull and ankle-deep 'epic.'
0,"Stale, futile scenario."
1,A film in a class with Spike Lee's masterful Do The Right Thing.
0,"In addition to sporting one of the worst titles in recent cinematic history, Ballistic: Ecks Vs. Sever also features terrible, banal dialogue; convenient, hole-ridden plotting; superficial characters and a rather dull, unimaginative car chase."
0,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in.
0,"A simpler, leaner treatment would have been preferable; after all, being about nothing is sometimes funnier than being about something."
1,"A delightful stimulus for the optic nerves, so much that it's forgivable that the plot feels like every other tale of a totalitarian tomorrow."
0,Nothing but an episode of Smackdown!
1,"For all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope, there's something creepy about this movie."
0,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other.
0,The only reason you should see this movie is if you have a case of masochism and an hour and a half to blow.
0,It's pretentious in a way that verges on the amateurish.
0,A plodding teen remake that's so mechanical you can smell the grease on the plot twists.
0,It's drab.
1,"... a delightfully unpredictable, hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels."
1,What's so striking about Jolie's performance is that she never lets her character become a caricature -- not even with that radioactive hair.
0,"In my own very humble opinion, In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works."
1,"I've never bought from telemarketers, but I bought this movie."
1,"Woven together handsomely, recalling sixties' rockumentary milestones from Lonely Boy to Don't Look Back."
1,Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists.
1,"A sun-drenched masterpiece, part parlor game, part psychological case study, part droll social satire."
0,A thriller without thrills and a mystery devoid of urgent questions.
1,10 minutes into the film you'll be white-knuckled and unable to look away.
1,An enjoyable above average summer diversion.
0,"Watching this film, what we feel isn't mainly suspense or excitement."
1,"It's not going to be everyone's bag of popcorn, but it definitely gives you something to chew on."
0,"Violent, vulgar and forgettably entertaining."
0,"Like many such biographical melodramas, it suffers from the awkwardness that results from adhering to the messiness of true stories."
0,"As a story of dramatic enlightenment, the screenplay by Billy Ray and Terry George leaves something to be desired."
1,"Sometimes charming, sometimes infuriating, this Argentinean 'dramedy' succeeds mainly on the shoulders of its actors."
1,"""13 Conversations About One Thing"" is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling."
1,A no-holds-barred cinematic treat.
0,Plotless collection of moronic stunts is by far the worst movie of the year.
1,"All in all, Road to Perdition is more in love with strangeness than excellence."
0,"With all the sympathy, empathy and pity fogging up the screen...His Secret Life enters the land of unintentional melodrama and tiresome love triangles."
0,"Like a fish that's lived too long, Austin Powers in Goldmember has some unnecessary parts and is kinda wrong in places."
1,Adaptation's success in engaging the audience in the travails of creating a screenplay is extraordinary.
1,Canadian filmmaker Gary Burns' inventive and mordantly humorous take on the soullessness of work in the city.
1,"Ultimately, ""MIB II"" succeeds due to its rapid-fire delivery and enough inspired levity that it can't be dismissed as mindless."
1,"Like the original, this version is raised a few notches above kiddie fantasy pablum by Allen's astringent wit."
0,Tries so hard to be quirky and funny that the strain is all too evident.
0,"The self-serious Equilibrium makes its point too well; a movie, like life, isn't much fun without the highs and lows."
1,"A family film that contains some hefty thematic material on time, death, eternity, and what is needed to live a rich and full life."
1,"A riveting profile of law enforcement, and a visceral, nasty journey into an urban Hades."
1,"By no means a great movie, but it is a refreshingly forthright one."
1,Rewarding.
1,Often hilarious.
1,"Shot largely in small rooms, the film has a gentle, unforced intimacy that never becomes claustrophobic."
1,"I like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material, but they're treading water at best in this forgettable effort."
0,"The adventure doesn't contain half the excitement of Balto, or quarter the fun of Toy Story 2."
1,A very charming and funny movie.
1,"Nair's attention to detail creates an impeccable sense of place, while Thurman and Lewis give what can easily be considered career-best performances."
0,...the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material.
0,Beware the quirky Brit-com.
1,"A sense of real magic, perhaps."
0,"In theory, a middle-aged romance pairing Clayburgh and Tambor sounds promising, but in practice it's something else altogether -- clownish and offensive and nothing at all like real life."
1,A tour de force of modern cinema.
1,Able to provide insight into a fascinating part of theater history.
0,It still feels like a prison stretch.
1,"Adams, with four scriptwriters, takes care with the characters, who are so believable that you feel what they feel."
1,He makes you realize that deep inside righteousness can be found a tough beauty.
1,"This is historical filmmaking without the balm of right-thinking ideology, either liberal or conservative."
0,"The direction, by George Hickenlooper, has no snap to it, no wiseacre crackle or hard-bitten cynicism."
1,(A) smarter and much funnier version of the old Police Academy flicks.
0,"Her fans walked out muttering words like ""horrible"" and ""terrible,"" but had so much fun dissing the film that they didn't mind the ticket cost."
0,A supernatural mystery that doesn't know whether it wants to be a suspenseful horror movie or a weepy melodrama.
1,An impeccable study in perversity.
1,"What sets it apart is the vision that Taymor, the avant garde director of Broadway's The Lion King and the film Titus, brings."
1,Offers the flash of rock videos fused with solid performances and eerie atmosphere.
0,But the film itself is ultimately quite unengaging.
0,"A sleep-inducingly slow-paced crime drama with clumsy dialogue, heavy-handed phoney-feeling sentiment, and an overly-familiar set of plot devices."
0,An awful movie that will only satisfy the most emotionally malleable of filmgoers.
0,"I guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood, nothing good can happen."
0,Time of Favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation.
0,A waste of fearless purity in the acting craft.
1,"Twenty years after its first release, E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg's misunderstood career."
0,Suffers from unlikable characters and a self-conscious sense of its own quirky hipness.
0,"Talky, artificial and opaque...an interesting technical exercise, but a tedious picture."
0,"Filled with low-brow humor, gratuitous violence and a disturbing disregard for life."
0,"The great pity is that those responsible didn't cut their losses – and ours – and retitle it The Adventures of Direct-to-Video Nash, and send it to its proper home."
0,"Beneath the uncanny, inevitable and seemingly shrewd facade of movie-biz farce...lies a plot cobbled together from largely flat and uncreative moments."
0,More tiring than anything.
0,"Laconic and very stilted in its dialogue, this indie flick never found its audience, probably because it's extremely hard to relate to any of the characters."
0,Uzumaki's interesting social parallel and defiant aesthetic seems a prostituted muse...
1,"A perceptive, good-natured movie."
1,"Maelstrom is strange and compelling, engrossing and different, a moral tale with a twisted sense of humor."
0,"If you're looking for a story, don't bother."
0,"Reign of Fire never comes close to recovering from its demented premise, but it does sustain an enjoyable level of ridiculousness."
1,"If you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera, this Oscar-nominated documentary takes you there."
0,"Other than a mildly engaging central romance, Hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst."
0,The movie is like Scorsese's Mean Streets redone by someone who ignored it in favor of old 'juvenile delinquent' paperbacks with titles like Leather Warriors and Switchblade Sexpot.
1,Like the chilled breath of oral storytelling frozen onto film.
1,"Captivates as it shows excess in business and pleasure, allowing us to find the small, human moments, and leaving off with a grand whimper."
1,"Gay or straight, Kissing Jessica Stein is one of the greatest date movies in years."
1,"He drags it back, single-handed."
1,Translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be Ya-Ya.
0,There is nothing funny in this every-joke-has- been-told-a- thousand-times- before movie.
1,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people, seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause."
1,Reggio and Glass put on an intoxicating show.
1,A rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd.
1,"Be prepared to cling to the edge of your seat, tense with suspense."
0,The mantra behind the project seems to have been 'it's just a kids' flick.'
1,"Both heartbreaking and heartwarming...just a simple fable done in an artless sytle, but it's tremendously moving."
1,"The series' message about making the right choice in the face of tempting alternatives remains prominent, as do the girls' amusing personalities."
0,The Santa Clause 2's plot may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry.
1,"It's surprisingly decent, particularly for a tenth installment in a series."
0,"True to its animatronic roots:...as stiff, ponderous and charmless as a mechanical apparatus...'The Country Bears' should never have been brought out of hibernation."
0,The Piano Teacher is not an easy film.
0,Degenerates into hogwash.
0,Absurdities and clichés accumulate like lint in a fat man's navel.
0,"Those who are not acquainted with the author's work, on the other hand, may fall fast asleep."
1,Sex With Strangers is fascinating ...
0,"Unlike Trey Parker, Sandler doesn't understand that the idea of exploiting molestation for laughs is funny, not actually exploiting it yourself."
1,Byler is too savvy a filmmaker to let this morph into a typical romantic triangle.
0,"Green ruins every single scene he's in, and the film, while it's not completely wreaked, is seriously compromised by that."
1,A minor film with major pleasures from Portuguese master Manoel de Oliviera...
0,Stealing Harvard can't even do that much.
1,Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb.
0,"If the predictability of bland comfort food appeals to you, then the film is a pleasant enough dish."
0,"The story suffers a severe case of oversimplification, superficiality and silliness."
0,A technical triumph and an extraordinary bore.
0,"The characters ... are paper-thin, and their personalities undergo radical changes when it suits the script."
1,"Neither quite a comedy nor a romance, more of an impish divertissement of themes that interest Attal and Gainsbourg -- they live together -- the film has a lot of charm."
1,Likely to have decades of life as a classic movie franchise?
0,What they see in each other also is difficult to fathom.
1,This is a fascinating film because there is no clear-cut hero and no all-out villain.
1,Another trumpet blast that there may be a New Mexican Cinema a-bornin'.
0,"What might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising, subtle turn at the midway point."
1,"Expands the limits of what a film can be, taking us into the lives of women to whom we might not give a second look if we passed them on the street."
0,Does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny.
1,"Despite the film's shortcomings, the stories are quietly moving."
1,From blushing to gushing---Imamura squirts the screen in 'Warm Water Under a Red Bridge'
1,Delight your senses and crash this wedding!
1,The best thing I can say about this film is that I can't wait to see what the director does next.
